mobile,review_rating,Brand_x,Model_x,Brand_y,Model_y
https://gadgets.ndtv.com/archos-55-diamond-selfie-3728,0.22222222222222213,Archos,55 Diamond Selfie,Archos,55 Diamond Selfie
https://gadgets.ndtv.com/archos-diamond-2-plus-3303,0.0,Archos,Diamond 2 Plus,Archos,Diamond 2 Plus
https://gadgets.ndtv.com/archos-diamond-2-note-3302,0.0,Archos,Diamond 2 Note,Archos,Diamond 2 Note
https://gadgets.ndtv.com/archos-50d-oxygen-3282,0.0,Archos,50d Oxygen,Archos,50d Oxygen
https://gadgets.ndtv.com/archos-59-xenon-2467,0.0,Archos,59 Xenon,Archos,59 Xenon
https://gadgets.ndtv.com/archos-52-platinum-2466,0.0,Archos,52 Platinum,Archos,52 Platinum
https://gadgets.ndtv.com/archos-62-xenon-2465,0.0,Archos,62 Xenon,Archos,62 Xenon
https://gadgets.ndtv.com/archos-50-oxygen-2464,0.0,Archos,50 Oxygen +,Archos,50 Oxygen +
https://gadgets.ndtv.com/archos-50c-helium-4g-2253,0.0,Archos,50c Helium 4G,Archos,50c Helium 4G
https://gadgets.ndtv.com/archos-50b-helium-4g-2252,0.0,Archos,50b Helium 4G,Archos,50b Helium 4G
https://gadgets.ndtv.com/archos-45b-helium-4g-2251,0.0,Archos,45b Helium 4G,Archos,45b Helium 4G
https://gadgets.ndtv.com/archos-50-diamond-2250,0.0,Archos,50 Diamond,Archos,50 Diamond
https://gadgets.ndtv.com/archos-40-cesium-1906,0.0,Archos,40 Cesium,Archos,40 Cesium
https://gadgets.ndtv.com/archos-50b-platinum-1903,0.0,Archos,50b Platinum,Archos,50b Platinum
https://gadgets.ndtv.com/archos-45c-platinum-1901,0.0,Archos,45c Platinum,Archos,45c Platinum
https://gadgets.ndtv.com/archos-40b-titanium-1296,0.0,Archos,40b Titanium,Archos,40b Titanium
https://gadgets.ndtv.com/archos-50c-oxygen-1295,5.73646865337044,Archos,50c Oxygen,Archos,50c Oxygen
https://gadgets.ndtv.com/archos-64-xenon-1294,0.0,Archos,64 Xenon,Archos,64 Xenon
https://gadgets.ndtv.com/archos-50-helium-4g-1199,0.0,Archos,50 Helium 4G,Archos,50 Helium 4G
https://gadgets.ndtv.com/archos-45-helium-4g-1198,0.0,Archos,45 Helium 4G,Archos,45 Helium 4G
https://gadgets.ndtv.com/archos-50-saphir-3727,0.0,Archos,50 Saphir,Archos,50 Saphir
https://gadgets.ndtv.com/archos-55-helium-4-seasons-3724,0.0,Archos,55 Helium 4 Seasons,Archos,55 Helium 4 Seasons
https://gadgets.ndtv.com/archos-55-helium-ultra-3723,0.0,Archos,55 Helium Ultra,Archos,55 Helium Ultra
https://gadgets.ndtv.com/archos-55-helium-3722,-10.0,Archos,55 Helium,Archos,55 Helium
https://gadgets.ndtv.com/archos-50f-helium-lite-3721,0.0,Archos,50f Helium Lite,Archos,50f Helium Lite
https://gadgets.ndtv.com/archos-50f-helium-3720,0.0,Archos,50f Helium,Archos,50f Helium
https://gadgets.ndtv.com/asus-zenfone-7-pro-price-in-india-96803,0.0,Asus,ZenFone 7 Pro,Asus,ZenFone 7 Pro
https://gadgets.ndtv.com/asus-zenfone-7-price-in-india-96603,0.0,Asus,ZenFone 7,Asus,ZenFone 7
https://gadgets.ndtv.com/asus-rog-phone-3-price-in-india-96155,4.357185896381074,Asus,ROG Phone 3,Asus,ROG Phone 3
https://gadgets.ndtv.com/asus-6z-price-in-india-13116,5.329331886497153,Asus,6Z,Asus,6Z
https://gadgets.ndtv.com/asus-zenfone-6-2019-13030,7.777777777777777,Asus,ZenFone 6 (2019),Asus,ZenFone 6 (2019)
https://gadgets.ndtv.com/asus-zenfone-live-l2-13035,0.0,Asus,ZenFone Live L2,Asus,ZenFone Live L2
https://gadgets.ndtv.com/asus-rog-phone-2-price-in-india-13197,3.9463101968567917,Asus,ROG Phone 2,Asus,ROG Phone 2
https://gadgets.ndtv.com/asus-zenfone-6-edition-30-price-in-india-13089,0.0,Asus,ZenFone 6 Edition 30,Asus,ZenFone 6 Edition 30
https://gadgets.ndtv.com/asus-zenfone-max-plus-m2-12309,0.0,Asus,ZenFone Max Plus M2,Asus,ZenFone Max Plus M2
https://gadgets.ndtv.com/asus-zenfone-max-shot-12308,0.0,Asus,ZenFone Max Shot,Asus,ZenFone Max Shot
https://gadgets.ndtv.com/asus-zenfone-max-m2-5750,6.1361137566137565,Asus,ZenFone Max M2,Asus,ZenFone Max M2
https://gadgets.ndtv.com/asus-zenfone-max-pro-m2-5749,5.136282396665461,Asus,ZenFone Max Pro M2,Asus,ZenFone Max Pro M2
https://gadgets.ndtv.com/asus-zenfone-lite-l1-za551kl-5695,5.643175505050504,Asus,ZenFone Lite L1 (ZA551KL),Asus,ZenFone Lite L1 (ZA551KL)
https://gadgets.ndtv.com/asus-zenfone-max-m1-zb556kl-5694,6.359618055555558,Asus,ZenFone Max M1 (ZB556KL),Asus,ZenFone Max M1 (ZB556KL)
https://gadgets.ndtv.com/asus-zenfone-max-pro-m1-6gb-5587,3.063154107796965,,,,
https://gadgets.ndtv.com/asus-zenfone-ares-5515,0.0,Asus,ZenFone Ares,Asus,ZenFone Ares
https://gadgets.ndtv.com/asus-rog-phone-5496,3.429215435102531,Asus,ROG Phone,Asus,ROG Phone
https://gadgets.ndtv.com/asus-zenfone-live-l1-5442,0.0,Asus,ZenFone Live L1,Asus,ZenFone Live L1
